title,rating,number_of_reviews,bought_in_last_month,total_price,listed_price,is_sponsored,is_couponed,buy_box_availability
"hp 67xl tri-color high-yield ink cartridge for hp printers | works with printer series: deskjet 1255, 2700, 4100; envy 6000, 6400 | eligible for instant ink | 3ym58an",4.7,27903,10000,69.95,69.95,0,no,0
"tp-link deco x55 ax3000 wifi 6 mesh system - covers up to 6500 sq.ft, replaces wireless router and extender, 3 gigabit ports per unit, supports ethernet backhaul, deco x55(3-pack)",4.4,15196,9000,139.99,199.99,0,no,1
"amazon basics 12-pack c cell alkaline all-purpose batteries, 1.5 volt, 5-year shelf life",4.7,151397,30000,13.47,13.47,0,no,1
"sandisk 256gb ultra microsdxc uhs-i memory card with adapter - up to 150mb/s, c10, u1, full hd, a1, microsd card - sdsquac-256g-gn6ma [new version]",4.7,219712,10000,19.99,25.99,0,no,1
nintendo switch™ with neon blue and neon red joy‑con™,4.7,9318,200,297.77,339.99,0,no,0
"epson 822 durabrite ultra ink high capacity black & standard color cartridge combo pack (t822xl-bcs) works with workforce pro wf-3820, wf-3823, wf-4820, wf-4830, wf-4833, wf-4834",4.6,4889,10000,87.39,87.39,0,no,1
"tp-link ax1800 wifi 6 router v4 (archer ax21) – dual band wireless internet, gigabit, easy mesh, works with alexa - a certified for humans device, free expert support",4.4,22417,10000,54.98,99.99,0,no,1
"hp 62 black/tri-color ink cartridges for hp printers (2-pack) | works with printer series: envy 5540, 5640, 5660, 7640, officejet 5740, 8040, officejet mobile 200, 250 | n9h64fn",4.7,27222,10000,69.95,69.95,0,no,0
"mounting dream ul listed tv mount for most 37-75 inch tv, universal tilt tv wall mount fit 16"", 18"", 24"" stud with loading capacity 132lbs, max vesa 600 x 400mm, low profile flat wall mount bracket",4.7,111424,10000,29.99,35.99,0,no,0
"apple iphone 12, 64gb, black - fully unlocked (renewed)",4.1,32198,7000,69.95,69.95,0,no,0
"brother genuine tn760 high yield black toner cartridge, (for use with mfc-l2710dw mfc-l2750dw hl-l2350dw hl-l2370dw hl-l2395dw hl-l2390dw dcp-l2550dw printers)",4.7,33424,10000,91.9,91.9,0,no,1
"beats studio buds + | true wireless noise cancelling earbuds, enhanced apple & android compatibility, built-in microphone, sweat resistant bluetooth headphones, spatial audio - black/gold",4.1,5263,8000,69.95,69.95,0,no,0
"beats powerbeats pro 2 wireless bluetooth earbuds - noise cancelling, heart rate monitor, ipx4, up to 45h battery & charging case, works with apple & android - jet black",4.1,2120,8000,69.95,69.95,0,no,0
"amazon basics 10 security-tinted self-seal business letter envelopes, peel & seal adhesive closure, white, 500-pack",4.8,17025,20000,18.99,18.99,0,no,1
"amd ryzen 7 7800x3d 8-core, 16-thread desktop processor",4.8,5729,5000,359.0,449.0,0,no,1
"logitech mk345 wireless keyboard and mouse combo with palm rest, 2.4 ghz usb receiver, compatible with pc, laptop, black",4.4,40618,10000,69.95,69.95,0,no,0
"acer 7-in-1 wireless charging station: charger stand for multiple devices for apple - iphone 16 15 14 13 12 pro max apple watch airpods, wireless charger iphone charging station with bluetooth timesyn",4.3,598,5000,44.98,76.99,1,no,1
"acer 311 chromebook 2025 flagship slim light laptop, 11.6"" hd display, dual-core intel n4500 processor (upto 2.80ghz), 4gb ram, 64gb emmc, wi-fi 5, webcam 8+ hrs battery, chrome os +hubxcelaccessory",4.2,69,50,229.0,229.0,1,>=10$,1
"kodak 10.1 inch wifi digital picture frame,1280x800 hd ips touch screen, electronic smart photo frame with 32 gb memory, auto-rotate, instantly share photos/videos anywhere",4.1,264,200,85.99,85.99,1,>=10$,1
"hp 64xl tri-color high-yield ink cartridge for hp printers | works with printer series: envy inspire 7950e; envy photo 6200, 7100, 7800; tango | eligible for instant ink | n9j91an",4.7,18697,10000,69.95,69.95,0,no,0
"amazon basics wide ruled lined writing note pads, 8.5 inch x 11.75 inch, white, 12 count (12 pack of 50)",4.7,113740,30000,11.72,11.72,0,no,1
"cyberpower cp1500pfclcd pfc sinewave ups battery backup and surge protector, 1500va/1000w, 12 outlets, avr, mini tower; ul certified",4.5,14563,6000,69.95,69.95,0,no,0
"duracell coppertop aa batteries with power boost ingredients, 20 count pack double a battery with long-lasting power, alkaline aa battery for household and office devices",4.8,109009,20000,17.85,18.99,0,no,1
texas instruments ti-nspire cx ii color graphing calculator with student software (pc/mac) white 3.54 x 7.48,4.6,3826,7000,148.0,165.0,0,no,1
"apple iphone 14, 128gb, midnight - unlocked (renewed)",4.1,6157,5000,69.95,69.95,0,no,0
"hp 61 black ink cartridge | works with printer series: deskjet 1000, 1010, 1050, 1510, 2050, 2510, 2540, 3000, 3050, 3510; envy 4500, 5530; officejet 2620, 4630 | eligible for instant ink | ch561wn",4.7,67513,20000,69.95,69.95,0,no,0
"amazon basics hanging organizer file folders for efficient filing, sturdy, adjustable tabs, letter size, pack of 25, green",4.7,89487,20000,9.27,13.33,0,no,1
"powermax 24-count double aa batteries, ultra long lasting alkaline battery for home and office, 10-year shelf life, reclosable packaging",4.6,18220,40000,7.11,7.79,0,no,1
"apple pencil (2nd generation): device compatibility check required - pixel-perfect precision, perfect for note-taking, drawing, and signing documents. attaches, charges, and pairs magnetically.",4.7,94055,10000,69.95,69.95,0,no,0
"hp 148a black laserjet toner cartridge | this cartridge works laserjet pro 4001, mfp 4101 | w1480a",4.7,549,7000,69.95,69.95,0,no,0
"hp 962xl black high-yield ink cartridge for hp printers | works with printer series: officejet 9010, pro 9010, 9020 | eligible for instant ink | 3ja03an",4.7,12972,10000,69.95,69.95,0,no,0
"baseus 2 pack 65w usb c charger block, pps 3-port fast compact foldable usb c charger for macbook, ipad pro, galaxy s24, iphone 16/15 and more series",4.8,65,1000,29.99,49.99,1,no,1
"sanus height adjustable speaker stand for sonos era 300™ - 17"" height adjustment sonos stand includes carpet spikes & rubber pads - easy diy install comes w/all hardware - white",4.4,45,200,179.99,179.99,1,no,1
"peak design slide lite camera strap, black, configurable as a sling, neck or shoulder strap, quick release and connection, smooth and grippy side, camera straps for photographers, 200 lb capacity",4.7,7235,500,69.95,69.95,1,no,1
"powermax 24-count triple aaa batteries, ultra long lasting alkaline battery for home and office, 10-year shelf life, reclosable packaging",4.6,25884,40000,6.99,6.99,0,no,1
"hp 65 black/tri-color ink cartridges for hp printers (2-pack) | works with printer series: amp 100, deskjet 2600, 3700, envy 5000 | eligible for instant ink | t0a36an",4.7,40282,10000,69.95,69.95,0,no,0
apple magic mouse - white multi-touch surface ​​​​​​​,4.6,19802,10000,69.95,69.95,0,no,0
"logitech mk540 advanced wireless keyboard and mouse combo for windows, 2.4 ghz unifying usb-receiver, multimedia hotkeys, 3-year battery life, for pc, laptop",4.4,1729,10000,69.95,69.95,0,no,0
"sony wh-ch720n noise canceling wireless headphones bluetooth over the ear headset with microphone and alexa built-in, black new",4.4,11704,10000,69.95,69.95,0,no,1
"scotch thermal laminating pouches, 100 count, clear, 5 mil, laminate business cards, small banners, essays, office or school supplies, fits letter size 8.9x11.4 in paper",4.9,9929,10000,23.5,30.0,0,no,1
apple airpods pro wireless earbuds with magsafe charging case (renewed),3.8,2913,10000,69.95,69.95,0,no,0
"sandisk 1tb extreme portable ssd - up to 1050mb/s, usb-c, usb 3.2 gen 2, ip65 water and dust resistance, updated firmware - external solid state drive - sdssde61-1t00-g25",4.6,80952,10000,103.9,129.99,0,no,1
"amazon basics 12-pack d cell alkaline all-purpose batteries, 1.5 volt, 5-year shelf life",4.7,129016,20000,17.49,17.49,0,no,1
"bic round stic xtra life ballpoint pen, ultra long lasting and consistent ink flow, 60-count in black ink",4.7,114733,30000,6.74,6.74,0,no,1
"hp 64 black ink cartridge for hp printers | works with printer series: envy inspire 7950e; envy photo 6200, 7100, 7800; tango | eligible for instant ink | n9j90an",4.6,33075,10000,69.95,69.95,0,no,0
dell 65w usb-c laptop charger for xps and latitude 5000 - power cord included,4.5,2171,10000,23.29,23.29,0,no,1
"asus vivobook ultrathin go laptop 2024newest, 14'' fhd display, dual-core intel celeron n4500 (upto 2.80ghz), 4gb ram, 128gb (64gb emmc+64gb sd), webcam, long battery, windows 11s +marxsolaccessory",2.8,14,200,229.0,229.0,1,no,1
"fila smart watch for men women (answer/make calls), 1.95"" fitness watch with heart rate/sleep monitor, step counter, fitness tracker with 100+ sports for android ios",4.7,63,200,49.99,79.99,1,no,1
"razer seiren v3 chroma rgb usb microphone: stream & game reactive lighting - tap-to-mute sensor - condenser mic - digital gain limiter & shock absorber - pc, discord, obs studio, xsplit - quartz pink",4.5,171,200,134.39,134.39,1,no,1
"kodak 10.1 inch wifi digital picture frame,1280x800 hd ips touch screen, electronic smart photo frame with 32 gb memory, auto-rotate, instantly share photos/videos anywhere",4.1,264,200,85.99,85.99,1,>=10$,1
"dymo letratag lt-100h handheld aesthetic label maker | abc keyboard label printer with easy-to-use, 13 character lcd screen | great for home & office organization | pink (new)",4.6,43940,1000,29.99,29.99,1,no,1
"sanus height adjustable speaker stand for sonos era 300™ - 17"" height adjustment sonos stand includes carpet spikes & rubber pads - easy diy install comes w/all hardware - white",4.4,45,200,179.99,179.99,1,no,1
"tp-link ac1900 wifi range extender re550 | dual-band wireless repeater amplifier w/gigabit ethernet port | up to 2200 sq. ft., 32 devices | internet signal booster | app setup | easymesh compatible",4.4,17726,10000,49.99,79.99,0,<10$,1
"hp 65 black ink cartridge for hp printers | works with printer series: amp 100, deskjet 2600, 3700; envy 5000 | eligible for instant ink | n9k02an",4.7,92678,20000,69.95,69.95,0,no,0
"avery easy peel printable address labels with sure feed, 1"" x 2-5/8"" customizable stickers, white, 3,000 blank mailing labels, great for mailing, shipping, and more (5160)",4.8,20128,10000,26.99,26.99,0,no,1
"acer usb hub 4 ports, multiple usb 3.0 hub, usba splitter for laptop with type c power port, extender for a port laptop, pc, desktop and more (2ft)",4.6,8570,10000,9.98,22.99,0,no,1
"amazon basics 2.4 ghz wireless optical computer mouse with usb nano receiver, black",4.5,61499,10000,11.99,11.99,0,no,1
"hp 62xl black high-yield ink cartridges for hp printers | works with printer series: envy 5540, 5640, 5660, 7640, officejet 5740, 8040, officejet mobile 200, 250 | instant ink | c2p05an",4.7,28081,10000,69.95,69.95,0,no,0
"bose quietcomfort bluetooth headphones, wireless headphones with active over ear noise cancelling and mic, deep bass, up to 24 hours of playtime, black",4.6,12875,5000,69.95,69.95,0,no,0
"hp 952xl black high-yield ink cartridge for hp printers | works with hp officejet 8702; hp officejet pro 7720, 7740, 8210, 8216, 8710, 8715, 8720, 8725, 8730, 8740 | eligible for instant ink | f6u19an",4.7,21145,10000,69.95,69.95,0,no,0
"hp color laserjet pro mfp 3301sdw wireless all-in-one color laser printer, scanner, copier, best-for-office (499q3f)",4.2,496,4000,539.0,539.0,0,no,1
"jbl flip 5, waterproof portable bluetooth speaker, black, small",4.8,81751,10000,69.95,69.95,0,no,0
"hp 206x black high-yield toner cartridge | works with hp color laserjet pro m255, hp color laserjet pro mfp m282, m283 series | w2110x, pack of 1, black",4.7,2919,7000,69.95,69.95,0,no,0
"hp 902xl black high-yield ink cartridge for hp printers | works with printer series: officejet 6954, 6958, 6962, officejet pro 6968, 6975,, 6978 | eligible for instant ink | t6m14an",4.6,28351,10000,57.89,78.0,0,no,1
"peak design slide lite camera strap, black, configurable as a sling, neck or shoulder strap, quick release and connection, smooth and grippy side, camera straps for photographers, 200 lb capacity",4.7,7235,500,69.95,69.95,1,no,1
"razer seiren v3 chroma rgb usb microphone: stream & game reactive lighting - tap-to-mute sensor - condenser mic - digital gain limiter & shock absorber - pc, discord, obs studio, xsplit - quartz pink",4.5,171,200,134.39,134.39,1,no,1
"fila smart watch for men women (answer/make calls), 1.95"" fitness watch with heart rate/sleep monitor, step counter, fitness tracker with 100+ sports for android ios",4.7,63,200,49.99,79.99,1,no,1
"dji mini 3 fly more combo (dji rc), drones with camera for adults 4k, 3 batteries for 114-min flight time, vertical shooting, 32800ft (10km) video transmission, lightweight mini drone for beginners",4.5,4841,3000,659.0,719.0,0,no,0
"dji mini 4k, drone with 4k uhd camera for adults, under 249 g, 3-axis gimbal stabilization, 10km video transmission, auto return, wind resistance, 1 battery for 31-min max flight time, intelligent flight",4.6,17686,7000,69.95,69.95,0,no,0
"apple ipad mini (a17 pro): apple intelligence, 8.3-inch liquid retina display, 128gb, wi-fi 6e, 12mp front/12mp back camera, touch id, all-day battery life — space gray",4.7,1527,3000,69.95,69.95,0,no,0
"hp officejet pro 9125e all-in-one printer, color, printer-for-small medium business, print, copy, scan, fax,touchscreen; smart advance scan, 3 month instant ink trial included",3.6,2411,6000,209.99,299.89,0,no,1
"tp-link tl-sg105, 5 port gigabit unmanaged ethernet switch, network hub, ethernet splitter, plug & play, fanless metal design, shielded ports, traffic optimization",4.7,133194,10000,12.99,24.99,0,no,1
"hp original 67 tri-color / 67xl black ink cartridges (2-pack) | works deskjet 1255, 2700, 4100 series envy 6000, 6400 series | eligible for instant ink | 3yp30an",4.7,4018,10000,51.92,51.92,0,no,1
texas instruments ti-nspire cx ii cas color graphing calculator with student software (pc/mac),4.6,8952,6000,151.99,175.0,0,no,1
"amazon basics classic puresoft pu padded mid-back height adjustable office computer desk chair with armrest, 26""d x 23.75""w x 42""h, black",4.2,38911,8000,79.96,79.96,0,no,1
"epson ecotank et-4800 wireless all-in-one cartridge-free supertank printer with scanner, copier, fax, adf and ethernet – ideal-for your home office, white",4.0,4527,5000,259.99,299.99,0,no,1
texas instruments ti-36x pro engineering/scientific calculator | 9.7 inch | black.,4.8,22149,10000,20.73,25.0,0,no,1
"sony wh-1000xm6 the best wireless noise canceling headphones, hd nc processor qn3, 12 microphones, adaptive nc optimizer, mastered by engineers, studio-quality, 30-hour battery, black",4.4,723,4000,448.0,448.0,0,no,1
"amazon basics surge protector power strip, 6-outlet, 790 joules, led indicator, 6ft extension cord, white",4.8,43285,10000,10.14,10.14,0,no,1
"rca 10.1"" wifi digital picture frame uhale app photo frames electronic hd ips touch screen display with 32gb memory led lights, support usb/sd card, slideshow, instantly share photos videos",4.0,5,200,59.99,79.99,1,no,0
"dymo labelmanager 160 portable label maker bundle, easy-to-use, one-touch smart keys, qwerty keyboard, large display, for home & office organization, includes 3 d1 label cassettes",4.6,30942,4000,59.22,59.22,1,no,1
"lisen retractable car charger, 69w usb c car accessories adapter for iphone 16 usb c charger fast charging,gifts for women men, travel essentials, truck accessories, for iphone 16 pro max 15 14 13 12",4.6,10222,10000,16.99,27.99,1,no,1
"amazon basics 3-button usb wired mouse with scrolling and tracking - standard, black",4.6,88282,10000,6.75,6.75,0,no,1
"fitbit versa 4 fitness smartwatch with daily readiness, gps, 24/7 heart rate, 40+ exercise modes, sleep tracking and more, black/graphite, one size (s & l bands included)",4.3,15877,6000,149.95,199.95,0,no,1
"duracell coppertop d batteries, 8 count pack, d battery with long-lasting power, all-purpose alkaline d battery for household and office devices",4.8,34183,10000,16.98,18.99,0,no,1
"lasko wind machine fan, air circulator fan with 3 speeds, 20"" model 3300, gray",4.4,16987,10000,39.97,39.97,0,no,1
